Model,accuracy Mean,accuracy Std,loss Mean,loss Std,precision Mean,precision Std,val_accuracy Mean,val_accuracy Std,val_loss Mean,val_loss Std,val_precision Mean,val_precision Std,Description
train_history_3_blocks_32_64_128_1_dense,0.9142574906349182,0.0179777244242402,0.2346999451518058,0.0584265521474728,,,0.5000000149011612,0.1000000089406967,0.831635445356369,0.1165593575208199,,,"Model with 3 blocks (1 conv 1 max per each), 1 dense (256), 2 dropout, output sigmoid"
train_history_3_blocks_32_64_128_1_dense_drop_batch,0.9117357078052702,0.014502804835806547,0.237132266163826,0.04786056931174431,0.9205041442598615,0.011382496094409677,0.9104999956630525,0.024521927145347327,0.23925005609080904,0.06635351261792172,0.9324710482642764,0.0452506279246086,"Model with 3 blocks (1 conv 1 batch 1 max 1 drop per each), 1 dense (256), 2 dropout, output sigmoid"
